unique_id,BuildNET ID,association_badges,State,Photo,District,Category,Sub Category,Name,Website,phone_number,Address,Location,Area,Pin Code,Rating Count,Review,Map Link,TAGS,PRODUCTS ,Email Id,PlusCode,latitude,latitude,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder
,,,,,Alappuzha,RENTAL,Houseboat rental service,Houseboat Alappuzha,https://leisurehouseboats.com/,090484 61872,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Lumiere holidays,https://www.lumiereholidays.com/kerala-packages/kerala-houseboat-packages,095262 32221,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Alappuzha Houseboats and Kayaking,https://kerala-boathouse.in/premium-houseboat-in-alleppey/,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat rental service,Surya Getways Houseboat Services Alleppey,,095395 94789,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Boats N Beds,https://boatsnbeds.com/,073061 23461,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Alleppey Boating,https://alleppeyboating.com/,079940 63096,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat rental service,Lakeview Cruise,,096057 00847,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,"Nisha Houseboat Tours & Travel, Alleppey",https://kerala-boathouse.in/,098461 15026,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat rental service,PM SHIKKARA BOAT ALAPPUZHA,,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Rado HouseBoats Alleppey Kerala INDIA.,https://radohouseboats.business.site/,077366 56144,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat rental service,Alleppey boathouse,http://www.alleppeyhouseboats.org/,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Alleppey Houseboat Club,https://alleppeyhouseboatclub.com/,099953 25422,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat tour agency,𝙆𝙪𝙩𝙩𝙖𝙣𝙖𝙙 𝘽𝙖𝙘𝙠𝙬𝙖𝙩𝙚𝙧 𝘾𝙧𝙪𝙞𝙨𝙚,https://kuttanadbackwatercruise.com/,073068 94492,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Canoe & kayak tour agency,Nadodi Kayaking in Alleppey,https://nadodikayaking.com/,098472 62585,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Car rental agency,Riwan Cab,,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Alleppey Holidayz,,095624 52357,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Apartment building,Apartment for rent for bachelors,,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Car rental agency,A BigChef’s Concern - KALE,,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Pulickattil Houseboats,http://www.pulickattilhouseboat.com/,099470 34555,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat rental service,Boathouse Alleppey,http://www.keralaboathousebooking.blogspot.in/,098954 07909,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Taxi service,Rent a bike,http://www.tourismparadise.com/,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat rental service,Alappuzha village tour,http://houseboatalappuzha.com/,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Vino Houseboat Alappuzha,https://www.instagram.com/alappuzhaboathouse.co/,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Boat tour agency,Aquavista alleppey houseboat tours,https://aquavistaalleppey.com/,077369 33623,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Apartment building,Alappuzha Rooms sri sai complex,,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Houseboat rental service,Houseboat alappuzha,http://houseboatalappuzha.com/,,,,,,,,,,,,,,,,,,,
,,,,,Alappuzha,RENTAL,Tour agency,Alleppey Backwaters,http://www.alleppeybackwatertour.com/,098954 07909,,,,,,,,,,,,,,,,,,
,,,,,Ernakulam,Cement,Cement supplier,DEVASSY & COMPANY,http://www.devassyandcompany.com/,096450 87830,"X8MJ%2B6MQ, Eroor Rd, Kappattikavu, Eroor North, Eroor, Ernakulam, Kochi, Kerala 682306",Ernakulam,Kochi,682306,76,4.9,9867363529569050914,,,,,,,,,,,
,,,,,Alappuzha,Cement,Iron and steel store,Khadeeja Traders Alapuzha,,094968 28404,"Valiyamaram/ Stadium Vellakinar, Ward Rd, Kerala 688001",Alappuzha,Kerala,688001,67,4.7,6409348986814726405,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials market,Kadakampally Home Stories,http://www.kadakampallygroup.com/,070128 65052,"SH40, Kayippuram, Cheruvaranam, Muhamma, Kerala 688525",Muhamma,Kerala,688525,61,4.7,814834967122404130,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials supplier,CENTRAL AGENCIES,,090720 00007,"51/1139A, Church Rd, opp. SBI ATM, Thykoodam, Vyttila, Kochi, Ernakulam, Kerala 682019",Kochi,Ernakulam,682019,51,4.9,7067651805589153474,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Makkah Traders,,097469 08010,"PVSIS Building, NH 66, Kuravanthodu, Punnapra, Alappuzha, Kerala 688004",Alappuzha,Kerala,688004,49,3.9,9381656767859414363,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials store,Kadakampally Agencies,,094477 73889,"P O, Kadakampally Agencies Charamangalam Muhamma, Alappuzha, Kerala 688525",Alappuzha,Kanjikkuzhi,688525,48,4.6,16196223968314042944,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement manufacturer,Travancore Cements Ltd.,http://www.travcement.com/,0481 236 1371,"HG56%2BR4P, Rd to Kottayam Port, Moolavattom, Nattakom, Kerala 686013",Nattakom,Kerala,686013,43,3.8,957592011111403999,,,,,,,,,,,
,,,,,Alappuzha,Cement,Ready mix concrete supplier,CVC Ready Mix Concrete,http://www.cherianvarkey.com/,098470 68369,"NH-47, Kumbalam, Panagad, Bridge, near Aroor Toll Plaza, Kumbalam, Kochi, Kerala 682502",Kochi,Ernakulam,682502,41,4.3,241625311996554104,,,,,,,,,,,
,,,,,Alappuzha,Cement,Iron and steel store,Jetty agencies ജെട്ടി ഏജൻസി,http://jettyagencies.net/,0478 296 2388,"P.O, Kombanamuri Perumbalam Jn. Rd, Thrichattukulam, Panavally, Kerala 688524",Panavally,Kerala,688524,40,4.7,14591400279701916143,,,,,,,,,,,
,,,,,Alappuzha,Cement,Ready mix concrete supplier,"Hywel ReadyMix Concrete | Kottayam,Pathanamthitta & Alleppey ( ഹൈവെൽ റെഡി മിക്സ് കോൺക്രീറ്റ് )",,095260 31900,"Industrial Development Plot , Thottappadi Road, Kunnamthanam, Thiruvalla, Kerala 689581",Thiruvalla,Kunnamthanam,689581,36,3.9,7036177934543301717,,,,,,,,,,,
,,,,,Ernakulam,Cement,Cement supplier,KK TRADERS KAKKANAD,,098464 05316,"Thrikkakara, Edappally, Ernakulam, Kochi, Kerala 682021",Ernakulam,Kochi,682021,35,4.7,5477262871015952121,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Tholatt Cements,,,"Thuravoor, Thuravoor Thekku, Kerala 688532",Thuravoor Thekku,Kerala,688532,34,4.1,1228060152909267386,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Chakkanattu Agencies,,094959 65347,"Dhanuskodi Road, Shastri Nagar, Maradu, Ernakulam, Kerala 682304",Ernakulam,Kerala,682304,32,4.5,1579855648088217510,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement manufacturer,Malabar Cement Factory,http://www.malabarcements.com/,0478 255 2186,"Industrial Growth Centre, Pallipuram, Kerala 688541",Pallipuram,Kerala,688541,29,3.9,12625397771818312446,,,,,,,,,,,
,,,,,Alappuzha,Cement,Ready mix concrete supplier,SCC Ready Mix Concrete,,098953 71234,"Kollakadavu Industrial Estate Eravankara Junction, Kochalummoodu - Pandalam Rd, Kallimel, Mavelikara, Kerala 690570",Mavelikara,Kerala,690570,28,4.3,5527856943402062369,,,,,,,,,,,
,,,,,Alappuzha,Cement,Pipe supplier,K.H Metals,,081295 95096,"Kaichoondi, Alappuzha, Kerala 688006",Alappuzha,Kerala,688006,26,4.7,3566588557378669107,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement manufacturer,Zuari Cement Ltd,http://www.zuaricements.com/,,"Bulk Cement and Bagging Terminal, behind Q5 Berth, Wharf, Willingdon Island, Kochi, Kerala 682009",Kochi,Kerala,682009,26,4.5,5160224763124910875,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement manufacturer,Penna Cement Industries Limited,https://www.pennacement.com/,040 4456 5100,"Bulk Cement Terminal and Bagging Plant, Willingdon Island, Kochi, Kerala 682003",Kochi,Kerala,682003,25,4.5,17924609480457975818,,,,,,,,,,,
,,,,,Alappuzha,Cement,Construction company,BIJI BUILDERS,http://www.fb.com/bijiconstructionengineers,077367 05170,"Soumya Complex, Vellakinar Rd, Civil Station Ward, Alappuzha, Kerala 688001",Alappuzha,Kerala,688001,23,4.8,17154626548534846568,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials supplier,Salam Traders Valanjavazhy Alappuzha,,099959 55284,"S n kavala, Salem - Kochi, Panvel - Kochi - Kanyakumari Hwy, Ambalapuzha, Kerala 688005",Ambalapuzha,Kakkazham,688005,22,4,5458056447447195218,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement manufacturer,Cochin Cements Ltd,http://www.cclcement.com/,04829 256 755,"Mevelloor, Velloor, Kerala 686609",Velloor,Kerala,686609,20,4.2,17804204869904198102,,,,,,,,,,,
,,,,,Alappuzha,Cement,Ready mix concrete supplier,RDC Concrete (India) Limited,https://www.rdcconcrete.com/,093888 11111,"Manipuzha, Moolavattom, Nattakom, Kottayam, Kerala 686013",Nattakom,Kottayam,686013,20,4.9,10988273073426028865,,,,,,,,,,,
,,,,,Ernakulam,Cement,Cement supplier,Vattathil Agencies,,,"Vadhyar Rd, Kathrikadavu, Kaloor, Ernakulam, Kerala 682017",Ernakulam,Kerala,682017,20,5,4258212710568987771,,,,,,,,,,,
,,,,,Ernakulam,Cement,Hardware store,Valiyakulangara Hardwares & Cements.,,0484 277 8440,"Hill Palace Rd, opposite RCM Eye Hospital, Kannankulangara, Thrippunithura, Ernakulam, Kerala 682301",Ernakulam,Kerala,682301,20,4.6,1731448087014362915,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials store,MALIYAKKAL TRADERS,,096330 78893,"Karoor - Ambalapuzha Temple Rd, Ambalapuzha, Kerala 688561",Ambalapuzha,Kerala,688561,17,4.9,13413211699272117859,,,,,,,,,,,
,,,,,Ernakulam,Cement,Manufacturer,Ramco Cements Limited,https://ramcocements.in/,084823 74783,"X7JJ%2BHXR, Padma Junction, Pullepady, Ernakulam, Kerala 682035",Ernakulam,Kerala,682035,15,4.7,16161916505605290546,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials supplier,Sand Park Yard,,097465 49887,"Near, Kaichoodi mukk Asramam Jn, kommadi bridge, Alappuzha, Kerala 688501",Alappuzha,Kerala,688501,14,5,14199799187008164651,,,,,,,,,,,
,,,,,Alappuzha,Cement,Hardware store,Sunitha Steel,,094963 15538,"East of Gandhi Junction, Kalarcode, Kaithavana, Alappuzha, Paravur, Kerala 688003",Alappuzha,Paravur,688003,7,4.4,11516183019949866588,,,,,,,,,,,
,,,,,Alappuzha,Cement,Paving materials supplier,3 star cement Products,,090371 73621,"G8VJ%2BR36, Aikyabharatham, Alappuzha, Kerala 688006",Alappuzha,Kerala,688006,7,4.6,10047611706743568264,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials store,Saga traders - Cement dealer,,090373 82942,"valiya Chudukadu JN, Thiruvambady, p.o, Alappuzha, Kerala 688002",Alappuzha,Kerala,688002,6,5,6038289278173552820,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials supplier,Kaithavalappil Agencies,,0478 208 0396,"Cherthala, Thuravoor Thekku, Kerala 688532",Thuravoor Thekku,Kerala,688532,6,5,3243602621894584495,,,,,,,,,,,
,,,,,Alappuzha,Cement,Building materials supplier,PRINCE TRADERS,,094477 23043,"Cheramankulangara, Thathampally, Aryad South, Alappuzha, Kerala 688013",Aryad South,Alappuzha,688013,6,5,2305622469416187329,,,,,,,,,,,
,,,,,Alappuzha,Cement,Iron and steel store,Puthenpurayil Agencies - STEEL AND CEMENT,http://facebook.com/puthenpurayilagencies,098474 01018,"National Highway, Bye Pass, near Aroor Toll booth, Kumbalam, Kochi, Kerala 682506",Kochi,Ernakulam,682506,6,5,14185663431064708394,,,,,,,,,,,
,,,,,Alappuzha,Cement,Hardware store,SKG Stores,,099619 20551,"Kaichoondi, Alappuzha, Kerala 688013",Alappuzha,Kerala,688013,5,5,12257383427187401850,,,,,,,,,,,
,,,,,Alappuzha,Cement,Warehouse,Ultratech cement LTD,https://www.ultratechcement.com/,1800 210 3311,"F89W%2BXGQ, Alappuzha - Veliyanad Rd, opposite of National Saw Mill, Kalarcode, Pazhaveedu, Alappuzha, Paravur, Kerala 688003",Alappuzha,Paravur,688003,4,4.8,3694315433966289072,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Priyam agencies,,094476 06050,"opposite to East Venice motors, Kalarcode, Punnapra North, Alappuzha, Kerala 688003",Alappuzha,Kerala,688003,4,4.8,15878185079680174727,,,,,,,,,,,
,,,,,Alappuzha,Cement,Construction material wholesaler,Hagencort Trading LLP,http://www.hagencort.com/,082818 65526,"Hagencort, 2nd Floor, Ishaa Arcade, near SBI NH47 Branch, Municipal Stadium Ward, Vellakkinar, Alappuzha, Kerala 688001",Alappuzha,Kerala,688001,4,5,4549492603717538980,,,,,,,,,,,
,,,,,Alappuzha,Cement,Iron and steel store,Alleppey Steel House,https://alleppeysteelhouse.com/,075920 07863,"AMEEN BUILDING WEST OF, JN, Vazhicherry Ward, Alappuzha, Kerala 688001",Alappuzha,Kerala,688001,4,2,5835027968740683397,,,,,,,,,,,
,,,,,Alappuzha,Cement,Home builder,Ferro Cement Septic Tank,,094479 44641,"near little flower church, kalavoor, Alappuzha, Kerala 688522",Alappuzha,Kerala,688522,3,5,16505132872933545034,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Surya Cements mulamthuruthy,,097447 05549,"Pallithazham, Mulanthuruthy, Kerala 682314",Mulanthuruthy,Kerala,682314,2,4.5,102487809413574065,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Maria Cements & Agencies,,094002 59496,"Chaprayil Arcade, SH15, near SBI ATM, Kochupally, Udayamperoor, Thrippunithura, Ernakulam, Kerala 682307",Ernakulam,Kerala,682307,2,4.5,420775707314842476,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Jetty stores,,099951 04854,"Hidayath JN, Vaduthala Jetty Road, Arookutty, Kerala 688535",Kerala,,688535,2,5,2083803513775861356,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Jayakrishna Traders,,099952 98940,"Kalarcode, Vadakkal, Alappuzha, Kerala 688003",Alappuzha,Kerala,688003,1,5,15524871222128823830,,,,,,,,,,,
,,,,,Alappuzha,Cement,Hardware store,M.S Traders,,089439 86707,"6760/D, Jetty Road, Punnamada, Kottankulangara, Alappuzha, Kerala 688006",Alappuzha,Kerala,688006,1,5,10279936715626786983,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement manufacturer,Daksha cement works,,090378 08080,"Thanky jn ...near federal bank thanky, Cherthala, Kerala 688531",Cherthala,Kerala,688531,0,,10065427813217457711,,,,,,,,,,,
,,,,,Alappuzha,Cement,Septic system service,periyar cement products,,098461 88752,"opposite near Moham host, Ezhupunna, Kerala 688535",Ezhupunna,Kerala,688535,0,,5955310761481248075,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Punchiri Traders Cement,,,"RC8F%2B3M7, near Methrukovil Temple, Brahmamangalam, Kerala 686605",Brahmamangalam,Kerala,686605,0,,3558793885007853260,,,,,,,,,,,
,,,,,Alappuzha,Cement,Paint store,Kochin Traders,,094474 63325,"1, Kalarcode, Eravukadu, Alappuzha, Kerala 688003",Alappuzha,Kerala,688003,0,,1586551854640702305,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,ANUSREE AGENCIES,,,"Roadmuku, North, Aaryad, Alappuzha, Kerala 688538",Alappuzha,Kerala,688538,0,,5817641273683868799,,,,,,,,,,,
,,,,,Alappuzha,Cement,Cement supplier,Veliyil stores,,,"H8P4%2BM4H, Alappuzha, Kerala 688522",Alappuzha,Kerala,688522,0,,11250057347671557568,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Address,Website,Email Id,PlusCode,latitude,latitude,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder,,,,,,,
,,,,,,,"Architect in Perintalmanna, Kerala",R+A Architects | Award winning architectural firm based in Kerala.,,8075000381,"near whitesupermarket, Kuttippara, Pathaikkara, Perinthalmanna, Kerala 679322",,,,105 reviews,5.0,,,,,,10.974067,76.2379984,https://www.instagram.com/rplusaarchitects/,https://www.facebook.com/rplusaarchitects/,,,
,,,,,,,"Architect in Kollam, Kerala",NORDit Architects,http://www.norditarchitects.com/,8921757310,"NORDit Architects Cantonment North, Chinnakada, Kollam, Kerala 691001",,info@norditarchitects.com,,95 reviews,5.0,,,,,,8.8889549,76.5913985,https://www.instagram.com/nordit.architects/,https://www.facebook.com/nordit.architects/,https://in.linkedin.com/in/jefin-jose-801980113,,
,,,,,,,"Architect in Perintalmanna, Kerala",barefoot architects,,9895228110,"2nd floor, Aydish Tower, Bypass road, near bismi hypermarket, Perinthalmanna, Kerala 679322",,,,20 reviews,5.0,,,,,,10.9887275,76.2257059,https://www.instagram.com/barefoot.architects/?locale=my,,https://in.linkedin.com/company/barefootarchitects,,
,,,,,,,Architecture firm in Kerala,Saveeto Design Studio,http://www.saveeto.com/,8089122217,"Subash Chandra, Aratt Williams manor, First floor , 53/989 B2, Subhash Chandra Bose Rd, Vyttila, Kochi, Kerala 682019",,info@saveeto.com,,74 reviews,5.0,,,,,,9.9731439,76.30807349999999,https://www.instagram.com/saveeto_design_studio/,https://www.facebook.com/saveetodesignstudio/,,,
,,,,,,,Architecture firm in Kerala,V DESIGNS ARCHITECTS & ENGINEERS,,9901617677,"1st, Geethanjali Complex, Landmark:, near Private Bus Stand, above Maharaja Gold & Diamonds, FACT Nagar, Thrippunithura, Ernakulam, Kerala 682301",,,,15 reviews,5.0,,,,,,10.001195000000001,76.313904,,,,,
,,,,,,,"Architect in Kochi, Kerala",Menon Architects,http://www.menonarchitects.in/aboutus.html,4842210816,"9/999, Kenberi Road, Pandikudy, Chullickal, Kochi, Kerala 682002",,,,26 reviews,5.0,,,,,,9.987941,76.27929,,,,,
,,,,,,,Architecture firm in Kerala,GAGGLE architects,https://instagram.com/gagglearchitects?utm_medium=copy_link,,"G-296, Kanianthara, Panampilly Nagar, Ernakulam, Kerala 682036",,,,40 reviews,5.0,,,,,,10.5354985,76.2056119,https://www.instagram.com/gagglearchitects/,https://www.facebook.com/gagglearchitects/,,,
,,,,,,,Architect in Kerala,ZX Architects,https://www.zxarchitects.com/,8129039039,"4th Floor, National Builders, Changampuzha Metro Station, Kochi",,,,28 reviews,5.0,,,,,,10.0232514,76.34195009999999,https://www.instagram.com/zx_studios/,,,,
,,,,,,,Architecture firm in Kerala,Home Seed Architects and Interior services,http://homeseedarchitects.com/,,"Ambelipadam Road, Janatha, Thykoodam, Vyttila, Ernakulam, Kerala 682019",,homeseeddesigns@gmail.com,,43 reviews,5.0,,,,,,9.9901064,76.2764988,https://www.instagram.com/homeseed_architects/,https://www.facebook.com/homeseedarchitects/,,,
,,,,,,,"Real estate builders & construction company in Aluva, Kerala",GreenToday Architects and Engineers Construction Company in Kochi Ernakulam,https://greentodayarchitects.com/,9074572030,"Peedikayil Building, Cochin Bank Junction, Aluva, Kerala 683101",,greentodayarchitects@gmail.com,,48 reviews,5.0,,,,,,10.001195000000001,76.313904,,,,,
,,,,,,,Architect in Kerala,Tri Angle Design & Build,,4842801855,"96 A, Maaliyam veedu lane, Opp. Edappally Jamath Auditorium,NH - 17 service road, Kochi, Kerala 682024",,,,16 reviews,5.0,,,,,,9.949359,76.319813,https://www.instagram.com/designbuildtriangle/,https://www.facebook.com/triangledesignstudio/,https://in.linkedin.com/company/tri-angle-design-build,,
,,,,,,,Architect in Kerala,SAAD Architects,,,"P O, Door No 38/2391 C1, First Floor, KMD Square, Ave George Rd, Kumaranasan Jn, Gandhi Nagar, Elamkulam, Kochi, Kerala 682017",,,,14 reviews,5.0,,,,,,10.0006063,76.312941,https://www.instagram.com/sa.ad_architects/,https://www.facebook.com/architectsaad/,,,
,,,,,,,Architecture firm in Kerala,Durga Sarath Architects,,,"Ponekkara Rd, Near Changampuzha Park, Devankulangara, Edappally, Ernakulam, Kerala 682024",,,,5 reviews,5.0,,,,,,10.018296999999999,76.3009695,https://www.instagram.com/dsarchitects2/,,,,
,,,,,,,"Architect in Kochi, Kerala",THOMAS + ASSOCIATES - Architects in Cochin - Best Architect in Kochi,https://thomasdesignz.com/,9995541087,"M, 2nd Floor, Suite# 774, Valamkottil Towers, No. 6/858, PO, Judgemukku, Thrikkakara, Kakkanad, Kochi, Kerala 682021",,info@thomasdesignz.com,,8 reviews,5.0,,,,,,10.0357681,76.3342845,,,,,
,,,,,,,Architecture firm in Kerala,Fouzan Architects Kochi,http://www.fouzanarchitects.com/,,"NH Bypass, near Gold Souk Grandé Mall, Anjumuri, Chalikkavattom, Vyttila, Ernakulam, Kerala 682019",,,,26 reviews,5.0,,,,,,9.9788687,76.3170892,,,,,
,,,,,,,Architect in Kerala,Mudbricks Architects,http://www.mudbricks.in/,7012335176,"HB-131, Cross Road, 6, St A, Panampilly Nagar, Kochi, Kerala 682036",,enquiry@mudbricks.in,,6 reviews,5.0,,,,,,9.9624665,76.29323839999999,,,,,
,,,,,,,"Architect in Mulanthuruthy, Kerala",Architect Anakha Saju - COA Licenced,,,"near SNDP Temple, Pallithazham, Mulanthuruthy, Kerala 682314",,,,6 reviews,5.0,,,,,,9.89664,76.3837599,,,,,
,,,,,,,"Architect in Kodungallur, Kerala",Studio rooted architects,https://www.instagram.com/studio_rooted,9526684322,"SAFWA House no. 13, South, Arakulam Rd, near Guari Sankar hospital, Keetholi, Kodungallur, Kerala 680664",,,,16 reviews,5.0,,,,,,10.210641899999999,76.2001997,https://www.instagram.com/studio_rooted/,https://www.facebook.com/studiorootedarchitects/,,,
,,,,,,,Architect in Kerala,Architect's Eye,,9400032011,"V8V7+WFW, Service Rd, Kumbalam, Ernakulam, Kerala 682506",,,,10 reviews,5.0,,,,,,9.8948561,76.3137084,https://www.instagram.com/architectz_eye/,,,,
,,,,,,,Architecture firm in Kerala,JVM Architects,http://www.jvmarchitects.com/,,"ENRWA - 102, 1st Floor, Gurudevan Rd, Gandhi Nagar, Elamkulam, Ernakulam, Kerala 682017",,,,12 reviews,5.0,,,,,,9.978936599999999,76.2953917,,,,,
,,,,,,,Architecture firm in Kerala,Big Space Architects,,,"35/767, N Janatha Rd, Palarivattom, Kochi, Ernakulam, Kerala 682025",,,,9 reviews,5.0,,,,,,10.0045603,76.3013869,,,,,
,,,,,,,Architecture firm in Kerala,Binu Balakrishnan Architects,http://www.binubalakrishnanarchitects.com/,8589843311,"35/1384, 3rd Floor, KCF Tower Bharat Matha College Road, Kakkanad, Thrikkakara, PO, Kochi, Kerala 682021",,,,5 reviews,5.0,,,,,,10.0242723,76.3326333,https://www.instagram.com/binubalakrishnanarchitects/,,,,
,,,,,,,Architect in Kerala,Mosaic Architects & Interiors,,,"37/1371, North Block, Kumaranasan Nagar, Elamkulam, Ernakulam, Kerala 682020",,,,7 reviews,5.0,,,,,,9.978683199999999,76.2991893,,,,,
,,,,,,,Architect in Kerala,Architect Annie,http://www.architectannie.com/,9495131801,"G6, Logic Square, VIP Rd, near JLN Metro Station, Kaloor, Kochi, Ernakulam, Kerala 682017",,,,7 reviews,5.0,,,,,,9.998774899999999,76.2986737,https://www.instagram.com/architectannie/,https://www.facebook.com/ArchitectAnnie/,,,
,,,,,,,Architecture firm in Kerala,Prasanth and Associates Architects,http://www.prasanthandassociates.com/,9388896016,"G1, The Mansion Kharisma, Panampilly Nagar, Kochi, Ernakulam, Kerala 682036",,panda.kochi@gmail.com,,2 reviews,5.0,,,,,,9.953983599999999,76.29887339999999,,,,,
,,,,,,,Architecture firm in Kerala,STHAAPI ARCHITECTS,,,"8th Cross Rd, Giringar Housing Colony, Giri Nagar Housing Society, Giri Nagar, Kadavanthra, Ernakulam, Kerala 682020",,,,8 reviews,5.0,,,,,,9.9626732,76.2992111,,,,,
,,,,,,,Architectural designer in Kerala,Raspberry Design Architects Kerala,,,"2nd Floor, Poomkudy House, near Metropillar 453, Edappally, Kochi, Ernakulam, Kerala 682024",,,,8 reviews,5.0,,,,,,10.0177073,76.3030505,,,,,
,,,,,,,"Architecture firm in Kochi, Kerala",Joyous Homes -Architectural Designs & Construction,http://www.joyoushomes.in/,8590699044,"XXIX/ VIII IX II, Off Moolepadam Road, Vazhakala Kakkanad, Kochi, Kerala 682030",,myhome@joyoushomes.in,,56 reviews,5.0,,,,,,10.010143399999999,76.3278334,https://www.instagram.com/joyous_homes/,https://www.facebook.com/buildingjoyousspaces/,https://in.linkedin.com/company/joyous-homes,,
,,,,,,,"Architecture firm in Puzhathi, Kerala",Akhil_Albin_Architects,http://www.akhilalbinarchitects.com/,9400809077,"Pallikkunnu, Kannur, Puzhathi, Kerala 670004",,info@gravityarchstudio.com,,25 reviews,5.0,,,,,,11.8938837,75.3724884,https://www.instagram.com/akhil_albin_architects/,https://www.facebook.com/AkhilAlbinArchitects/,,,
,,,,,,,Architecture firm in Kerala,SPACE STUDIO ARCHITECTS,,,"Gandhinagar Rd, Gandhi Nagar, Kadavanthra, Ernakulam, Kerala 682020",,,,1 review,5.0,,,,,,9.977270899999999,76.2942023,,,,,
,,,,,,,Architecture firm in Kerala,Founders Stone Architects,,8086817120,"V Bees Complex, Market Rd, East Fort Gate, Thrippunithura, Kochi, Ernakulam, Kerala 682301",,,,7 reviews,5.0,,,,,,9.9457922,76.35018409999999,,,,,
